# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 11 07:45:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
BD+20 274 b,BD+20 274,1,1,2012,0,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,1334.88600,,,0,0.210000,0.060000,-0.060000,0,,,,,,,,,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,1.99,0.05,-0.05,0,1322.5100000,80.5350000,-80.5350000
BD+20 594 b,BD+20 594,1,1,2016,0,41.68550000,0.00300000,-0.00300000,0,0.241000,0.019000,-0.017000,0,22.24810,9.53490,-9.53490,0,0.000000,,,0,,,,,546,19,-18,0,G,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,4.50,0.08,-0.08,0,179.4610000,1.2570000,-1.2400000
BD+45 564 b,BD+45 564,1,1,2021,0,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,432.24663,38.13941,-38.13941,0,0.120000,0.060000,-0.060000,0,,,,,,,,,K1,5004.00,50.00,-50.00,0,0.81,0.04,-0.04,0,0.81,0.07,-0.07,0,4.22,0.13,-0.13,0,53.6220000,0.1919000,-0.1905000
BD+48 738 b,BD+48 738,1,1,2011,0,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,289.22530,,,0,0.200000,0.100000,-0.100000,0,,,,,,,,,K0 III,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,2.24,0.06,-0.06,0,871.4930000,43.8490000,-43.8490000
BD+48 740 b,BD+48 740,1,1,2018,0,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,540.31100,222.48100,-222.48100,0,0.760000,0.050000,-0.090000,0,,,,,,,,,K3 III,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,2.48,0.04,-0.04,0,666.5890000,21.5335000,-21.5335000
BD+49 828 b,BD+49 828,1,1,2015,0,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,508.50000,127.10000,-63.60000,0,0.350000,0.240000,-0.100000,0,,,,,,,,,K0,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,2.85,0.09,-0.09,0,442.0420000,7.6540000,-7.6540000
BD+55 362 b,BD+55 362,1,1,2021,0,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,228.83645,25.42627,-25.42627,0,0.270000,0.060000,-0.060000,0,,,,,,,,,K3,5012.00,78.00,-78.00,0,0.90,0.06,-0.04,0,0.91,0.10,-0.10,0,4.09,0.16,-0.16,0,52.5697000,0.0974000,-0.0971000
BD+60 1417 b,BD+60 1417,1,1,2021,0,,,,,1662.000000,,,0,4767.42610,1589.14204,-1589.14204,0,,,,,,,,,1303,74,-74,0,K0,4993.00,124.00,-124.00,0,0.80,0.05,-0.05,0,1.00,,,0,4.55,,,0,44.9543000,0.0593000,-0.0592000
BD+63 1405 b,BD+63 1405,1,1,2021,0,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,1258.60049,98.52681,-98.52681,0,0.880000,0.020000,-0.020000,0,,,,,,,,,K0,5000.00,53.00,-53.00,0,0.80,0.04,-0.06,0,0.82,0.08,-0.08,0,4.20,0.17,-0.17,0,38.0473000,0.0329000,-0.0329000
BD-00 4475 b,BD-00 4475,1,1,2021,0,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,7961.60160,708.75735,-708.75735,0,0.390000,0.010000,-0.010000,0,,,,,,,,,G0,5040.00,112.00,-112.00,0,0.84,0.04,-0.04,0,0.81,0.10,-0.10,0,4.25,0.22,-0.22,0,42.6402000,0.1816000,-0.1801000
BD-06 1339 b,BD-06 1339,1,2,2013,0,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,8.50000,1.30000,-1.30000,0,0.000000,,,0,,,,,,,,,K7/M0 V,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,4.74,0.02,-0.02,0,20.2695000,0.0220000,-0.0218000
BD-06 1339 c,BD-06 1339,1,2,2013,0,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,53.00000,8.00000,-8.00000,0,0.310000,0.110000,-0.110000,0,,,,,,,,,K7/M0 V,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,4.74,0.02,-0.02,0,20.2695000,0.0220000,-0.0218000
BD-08 2823 b,BD-08 2823,1,2,2009,0,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,12.71320,3.17830,-3.17830,0,0.150000,0.150000,-0.150000,0,,,,,,,,,K3 V,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,0.50,0.26,-0.26,0,4.43,0.22,-0.22,0,41.3342000,0.0685000,-0.0682000
BD-08 2823 c,BD-08 2823,1,2,2009,0,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,104.00000,10.00000,-10.00000,0,0.190000,0.090000,-0.090000,0,,,,,,,,,K3 V,4746.00,63.00,-63.00,0,0.72,0.02,-0.02,0,0.74,0.07,-0.07,0,4.13,0.26,-0.26,0,41.3342000,0.0685000,-0.0682000
BD-10 3166 b,BD-10 3166,1,1,2000,0,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,187.51970,22.24810,-22.24810,0,0.020000,0.020000,-0.020000,0,,,,,,,,,K0 V,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,4.69,0.06,-0.06,0,84.4069000,0.3537000,-0.3508000
BD-11 4672 b,BD-11 4672,1,2,2014,0,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,206.58950,15.89150,-19.06980,0,0.050000,0.050000,-0.030000,0,,,,,,,,,K7 V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,4.64,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000
BD-11 4672 c,BD-11 4672,1,2,2020,0,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,15.37000,2.97000,-2.81000,0,0.400000,0.130000,-0.150000,0,,,,,,,,,K7V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,4.64,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000
BD-13 2130 b,BD-13 2130,1,1,2007,0,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,3108.37740,1449.30480,-1449.30480,0,0.210000,0.070000,-0.070000,0,,,,,,,,,G5 IV/V,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,2.20,0.20,-0.20,0,925.2140000,41.2110000,-41.2110000
BD-17 63 b,BD-17 63,1,1,2008,0,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,1620.90000,38.14000,-38.14000,0,0.540000,0.005000,-0.005000,0,,,,,,,,,K5 V,4714.00,93.00,-93.00,0,0.69,,,0,0.74,0.03,-0.03,0,4.26,0.24,-0.24,0,34.4603000,0.0929000,-0.0924000
CD Cet b,CD Cet,1,1,2020,0,2.29070000,0.00012000,-0.00012000,0,0.018500,0.001300,-0.001300,0,3.95000,0.42000,-0.43000,0,,,,,8.60,2.40,-2.40,0,464,18,-18,0,M5.0 V,3130.00,51.00,-51.00,0,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,4.93,0.04,-0.04,0,8.6071500,0.0065800,-0.0065800
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,2011,0,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,3337.10000,1430.20000,-1430.20000,0,,,,,,,,,370,40,-40,0,,580.50,24.50,-24.50,0,,,,,0.02,0.01,-0.01,0,4.72,0.28,-0.28,0,23.1000000,2.4000000,-2.4000000
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,2021,0,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,2479.06157,222.47988,-254.26273,0,,,,,,,,,1800,40,-40,0,M9-L1,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,3.85,0.01,-0.01,0,,,
CHXR 73 b,CHXR 73,1,1,2006,0,,,,,210.000000,,,0,3994.48600,2662.99100,-1664.36900,0,,,,,,,,,,,,,M3.5,3099.00,128.00,-128.00,0,,,,,0.35,,,0,,,,,190.3740000,6.6470000,-6.2200000
CI Tau b,CI Tau,1,1,2019,0,8.98910000,0.02020000,-0.02020000,0,,,,,3686.82800,921.70700,-858.14100,0,0.250000,0.160000,-0.160000,0,,,,,,,,,K7,3807.00,131.00,-131.00,0,1.88,0.09,-0.42,0,0.90,0.02,-0.02,0,,,,,157.9980000,1.1980000,-1.1800000
COCONUTS-2 b,COCONUTS-2 A,1,1,2021,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,2002.31896,476.74261,-603.87397,0,,,,,,,,,434,9,-9,0,M3 V,3406.00,69.00,-69.00,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,4.83,0.03,-0.03,0,10.8864000,0.0041000,-0.0042000
CT Cha b,CT Cha,1,1,2007,0,,,,,440.000000,,,0,5403.00000,1907.00000,-1907.00000,0,,,,,,,,,2600,250,-250,0,K5e,4403.00,6.00,-10.00,0,1.68,0.10,-0.16,0,,,,,3.66,0.01,-0.01,0,190.7200000,0.7780000,-0.7710000
CoRoT-1 b,CoRoT-1,1,1,2008,0,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,327.35000,38.14000,-38.14000,0,0.000000,,,0,2852.63,,,0,1898,50,-50,0,G0 V,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,4.25,0.30,-0.30,0,787.9090000,23.4910000,-23.4910000
CoRoT-10 b,CoRoT-10,1,1,2010,0,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,874.00000,50.85000,-50.85000,0,0.530000,0.040000,-0.040000,0,,,,,600,23,-23,0,K1 V,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,4.65,0.10,-0.10,0,338.3860000,3.9865000,-3.9865000
CoRoT-11 b,CoRoT-11,1,1,2010,0,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,740.51000,108.06000,-108.06000,0,0.000000,,,0,,,,,1657,55,-55,0,F6 V,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,4.22,0.23,-0.23,0,655.0370000,24.9470000,-23.2090000
CoRoT-12 b,CoRoT-12,1,1,2010,0,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,291.43800,22.24700,-20.65800,0,0.070000,0.063000,-0.042000,0,661.13,,,0,1442,58,-58,0,,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,4.38,0.07,-0.06,0,1126.3700000,55.7450000,-55.7450000
CoRoT-13 b,CoRoT-13,1,1,2010,0,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,415.70400,20.97600,-20.97600,0,0.000000,,,0,546.53,,,0,1700,,,0,G0 V,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,4.46,0.05,-0.05,0,1148.9300000,62.1200000,-56.1500000
CoRoT-14 b,CoRoT-14,1,1,2010,0,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,2415.40000,190.70000,-190.70000,0,0.000000,,,0,,,,,1952,66,-66,0,F9 V,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,4.35,0.15,-0.15,0,1744.6000000,173.0300000,-144.9000000
CoRoT-16 b,CoRoT-16,1,1,2011,0,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,170.03200,27.01400,-26.37900,0,0.330000,0.090000,-0.100000,0,,,,,,,,,G5 V,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,4.36,0.10,-0.10,0,732.4090000,35.3440000,-32.2820000
CoRoT-17 b,CoRoT-17,1,1,2011,0,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,772.29000,95.34000,-95.34000,0,0.000000,,,0,,,,,1626,31,-31,0,G2 V,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,4.40,0.10,-0.10,0,1176.1200000,57.1700000,-52.1900000
CoRoT-18 b,CoRoT-18,1,1,2011,0,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,1102.82000,120.77000,-120.77000,0,0.080000,,,1,823.70,,,0,1550,90,-90,0,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,4.40,0.10,-0.10,0,764.8890000,27.6140000,-25.7840000
CoRoT-19 b,CoRoT-19,1,1,2011,0,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,352.78000,19.07000,-19.07000,0,0.047000,0.045000,-0.045000,0,1103.81,,,0,2000,150,-150,0,F9 V,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,4.07,0.03,-0.03,0,790.6630000,26.7370000,-25.0710000
CoRoT-2 b,CoRoT-2,2,1,2008,0,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,1102.82000,69.92000,-69.92000,0,0.014300,0.007700,-0.007600,0,932.91,,,0,1521,18,-18,0,,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,4.53,0.02,-0.02,0,213.2830000,2.4850000,-2.4300000
CoRoT-20 b,CoRoT-20,1,2,2011,0,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,1366.66900,63.56600,-63.56600,0,0.590000,0.020000,-0.020000,0,180.87,,,0,1024,16,-16,0,G2 V,5880.00,90.00,-90.00,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0,844.0610000,24.1710000,-22.8830000
CoRoT-20 c,CoRoT-20,1,2,2018,0,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,5403.11000,317.83000,-317.83000,0,0.600000,0.030000,-0.030000,0,,,,,,,,,G2 V,4947.50,65.51,-52.50,0,1.37,0.03,-0.04,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0,844.0610000,24.1710000,-22.8830000
CoRoT-21 b,CoRoT-21,1,1,2012,0,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,718.29580,98.52730,-98.52730,0,0.000000,,,0,,,,,,,,,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,3.70,0.10,-0.10,0,1398.8341969,286.4501849,-286.4501849
CoRoT-22 b,CoRoT-22,1,1,2014,0,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,12.20000,14.00000,-8.80000,0,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,4.36,0.07,-0.03,0,627.1580000,11.1870000,-10.8080000
CoRoT-23 b,CoRoT-23,1,1,2011,0,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,889.90000,95.30000,-95.30000,0,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,4.30,0.20,-0.20,0,1060.9700000,45.4700000,-41.9400000
CoRoT-24 b,CoRoT-24,1,2,2014,0,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,5.70000,,,1,0.000000,,,0,,,,,1070,140,-140,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0,591.5550000,16.0430000,-15.2320000
CoRoT-24 c,CoRoT-24,1,2,2014,0,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,28.00000,11.00000,-11.00000,0,0.000000,,,0,,,,,850,80,-80,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0,591.5550000,16.0430000,-15.2320000
CoRoT-25 b,CoRoT-25,1,1,2013,0,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,85.81000,12.71000,-12.71000,0,0.000000,,,0,,,,,1330,80,-40,0,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,4.31,0.05,-0.08,0,1103.4800000,44.2800000,-41.0500000
CoRoT-26 b,CoRoT-26,1,1,2013,0,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,165.26000,15.89000,-15.89000,0,0.000000,,,0,,,,,1600,80,-70,0,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,3.99,0.05,-0.08,0,1045.1800000,,
CoRoT-27 b,CoRoT-27,1,1,2014,0,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,3302.11000,174.80000,-174.80000,0,0.065000,,,1,,,,,1500,130,-130,0,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,4.40,0.10,-0.10,0,1010.2800000,69.2600000,-61.0360000
CoRoT-28 b,CoRoT-28,1,1,2015,0,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,153.82972,27.65121,-27.65121,0,0.047000,0.055000,-0.038000,0,,,,,,,,,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,3.60,0.20,-0.20,0,766.1830000,14.6850000,-14.1520000
CoRoT-29 b,CoRoT-29,1,1,2015,0,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,270.15550,63.56600,-63.56600,0,0.082000,0.081000,-0.081000,0,,,,,,,,,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,4.30,0.20,-0.20,0,806.5070000,44.0270000,-39.7600000
CoRoT-3 b,CoRoT-3,1,1,2008,0,4.25680000,0.00000500,-0.00000500,0,0.057830,0.000850,-0.000850,0,6883.91000,317.80000,-317.80000,0,0.000000,,,0,,,,,1695,57,-57,0,F3 V,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,4.22,0.07,-0.07,0,768.7710000,30.7910000,-28.5450000
CoRoT-30 b,CoRoT-30,1,1,2020,0,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,921.70700,69.92260,-69.92260,0,0.007000,0.031000,-0.031000,0,,,,,,,,,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,4.40,0.10,-0.10,0,1032.2300000,48.5700000,-44.4670000
CoRoT-31 b,CoRoT-31,1,1,2020,0,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,266.97720,108.06220,-108.06220,0,0.020000,0.160000,-0.160000,0,,,,,,,,,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,3.85,0.25,-0.25,0,2005.7600000,169.7900000,-145.7100000
CoRoT-35 b,CoRoT-35,1,1,2022,0,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,349.61125,117.59651,-117.59651,0,0.000000,,,0,,,,,1747,62,-62,0,F6 V,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,4.01,0.05,-0.05,0,1123.2100000,55.9000000,-50.9200000
CoRoT-36 b,CoRoT-36,1,1,2022,0,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,216.12332,149.37935,-136.66622,1,0.000000,,,0,,,,,1567,35,-35,0,F3 V,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,4.16,0.06,-0.06,0,925.9580000,27.7960000,-26.2470000
CoRoT-4 b,CoRoT-4,1,1,2008,0,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,228.83000,25.43000,-25.43000,0,0.000000,0.100000,-0.100000,0,203.95,,,0,1074,19,-19,0,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,4.41,0.05,-0.05,0,726.4120000,15.1810000,-14.5820000
CoRoT-5 b,CoRoT-5,1,1,2009,0,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,148.42000,14.93700,-7.62800,0,0.090000,0.090000,-0.040000,0,786.29,,,0,1438,39,-39,0,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,4.19,0.03,-0.03,0,882.4720000,25.6200000,-25.6200000
CoRoT-6 b,CoRoT-6,1,1,2009,0,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,940.74000,108.06000,-108.06000,0,0.100000,,,1,,,,,1017,19,-19,0,F9 V,6090.00,70.00,-70.00,0,1.03,0.03,-0.03,0,1.05,0.05,-0.05,0,4.43,0.10,-0.10,0,645.2940000,12.4530000,-11.9970000
CoRoT-7 b,CoRoT-7,1,3,2009,0,0.85359163,0.00000001,-0.00000001,0,0.017016,0.000170,-0.000036,0,4.07661,1.01982,-1.01982,0,0.000000,,,0,,,,,1756,27,-27,0,G9 V,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,4.50,0.10,-0.10,0,159.9060000,0.9170000,-0.9060000
CoRoT-7 c,CoRoT-7,1,3,2009,0,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,8.40000,0.90000,-0.90000,0,0.000000,,,0,,,,,,,,,G9 V,5256.00,91.33,-130.85,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,4.52,0.08,-0.08,0,159.9060000,0.9170000,-0.9060000
CoRoT-7 d,CoRoT-7,1,3,2022,0,8.96600000,1.54600000,-1.54600000,0,,,,,17.14200,2.55200,-2.55200,0,,,,,,,,,,,,,G9 V,5250.00,60.00,-60.00,0,0.84,0.01,-0.01,0,0.92,0.02,-0.02,0,4.57,0.01,-0.01,0,159.9060000,0.9170000,-0.9060000
CoRoT-8 b,CoRoT-8,1,1,2010,0,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,69.92000,9.53000,-9.53000,0,0.000000,,,0,,,,,870,14,-14,0,K1 V,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,4.58,0.08,-0.08,0,322.0370000,2.7140000,-2.7140000
CoRoT-9 b,CoRoT-9,2,1,2009,0,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,266.97720,15.89150,-15.89150,0,0.133000,0.042000,-0.037000,0,,,,,420,16,-16,0,G3 V,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,4.54,0.09,-0.09,0,412.9800000,4.7250000,-4.6220000
